"","STATENAME","URL","WEBSITE","ACTIVITY.LEVEL","ACTIVITY.LEVEL.LABEL","WEEKEND","WEEK","SEASON","integerActivityLevel"
"846","Ohio","http://www.flu.ohio.gov%20","Influenza Information","Level 1","Minimal","Jan-19-2019",3,"2018-19",1
"847","Oklahoma","https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html","Influenza Information","Level 10","High","Jan-19-2019",3,"2018-19",10
"848","Oregon","http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx","Influenza Disease Surveillance Data","Level 4","Low","Jan-19-2019",3,"2018-19",4
"849","Pennsylvania","http://www.flufreepa.com","Influenza Weekly Report ","Level 5","Low","Jan-19-2019",3,"2018-19",5
"850","Rhode Island","http://www.health.ri.gov/data/flu/index.php","Influenza Surveillance","Level 9","High","Jan-19-2019",3,"2018-19",9
"851","South Carolina","http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/","Influenza Activity and Surveillance","Level 9","High","Jan-19-2019",3,"2018-19",9
"852","South Dakota","http://doh.sd.gov/diseases/infectious/flu/default.aspx","Influenza Information","Level 3","Minimal","Jan-19-2019",3,"2018-19",3
"853","Tennessee","http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html","Influenza-Like Illness Surveillance Summary Archive","Level 2","Minimal","Jan-19-2019",3,"2018-19",2
"854","Texas","http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/","Influenza Surveillance","Level 10","High","Jan-19-2019",3,"2018-19",10
"855","Utah","http://health.utah.gov/epi/diseases/influenza/surveillance/index.html","Seasonal Influenza Weekly Update","Level 7","Moderate","Jan-19-2019",3,"2018-19",7
"856","Vermont","http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance","Flu Activity","Level 7","Moderate","Jan-19-2019",3,"2018-19",7
"857","Virginia","http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/","Virginia Weekly Influenza Activity Report","Level 8","High","Jan-19-2019",3,"2018-19",8
"858","Washington","http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData","Influenza Update","Level 3","Minimal","Jan-19-2019",3,"2018-19",3
"859","West Virginia","http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx","Current Influenza Surveillance","Level 5","Low","Jan-19-2019",3,"2018-19",5
"860","Wisconsin","http://www.dhs.wisconsin.gov/communicable/influenza/index.htm","Tracking Influenza in Wisconsin","Level 4","Low","Jan-19-2019",3,"2018-19",4
"861","Wyoming","https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/","Influenza","Level 5","Low","Jan-19-2019",3,"2018-19",5
"862","New York City","http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page","Surveillance Data","Level 9","High","Jan-19-2019",3,"2018-19",9
"863","Puerto Rico","http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx","Puerto Rico Departamento de Salud","Level 6","Moderate","Jan-19-2019",3,"2018-19",6
"864","Virgin Islands","http://doh.vi.gov/","Influenza","Level 6","Moderate","Jan-19-2019",3,"2018-19",6
"865","Alabama","http://adph.org/influenza/","Influenza Surveillance","Level 10","High","Jan-26-2019",4,"2018-19",10
"866","Alaska","http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20","Influenza Surveillance Report","Level 10","High","Jan-26-2019",4,"2018-19",10
"867","Arizona","http://www.azdhs.gov/phs/oids/epi/flu/index.htm","Influenza & RSV Surveillance","Level 6","Moderate","Jan-26-2019",4,"2018-19",6
"868","Arkansas","http://www.healthy.arkansas.gov/programs-services/topics/influenza","Communicable Disease and Immunizations","Level 10","High","Jan-26-2019",4,"2018-19",10
"869","California","https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx","Influenza (Flu)","Level 4","Low","Jan-26-2019",4,"2018-19",4
"870","Colorado","https://www.colorado.gov/pacific/cdphe/influenza","Influenza Surveillance","Level 9","High","Jan-26-2019",4,"2018-19",9
"871","Connecticut","http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics","Flu Statistics","Level 8","High","Jan-26-2019",4,"2018-19",8
"872","Delaware","http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html","Weekly Influenza Surveillance Reports","Level 1","Minimal","Jan-26-2019",4,"2018-19",1
"873","District of Columbia","http://doh.dc.gov/page/influenza-season","Influenza Information","Level 4","Low","Jan-26-2019",4,"2018-19",4
"874","Florida","http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20","Weekly Influenza Surveillance Reports","Level 4","Low","Jan-26-2019",4,"2018-19",4
"875","Georgia","https://dph.georgia.gov/flu-activity-georgia","Weekly Influenza Surveillance in Georgia","Level 9","High","Jan-26-2019",4,"2018-19",9
"876","Hawaii","http://health.hawaii.gov/docd/resources/reports/influenza-reports/","Hawaii's Influenza Surveillance Program","Level 5","Low","Jan-26-2019",4,"2018-19",5
"877","Idaho","http://flu.idaho.gov","Influenza","Level 5","Low","Jan-26-2019",4,"2018-19",5
"878","Illinois","http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance","Seasonal Influenza Surveillance Reports","Level 4","Low","Jan-26-2019",4,"2018-19",4
"879","Indiana","http://www.in.gov/isdh/22104.htm","Influenza in Indiana","Level 8","High","Jan-26-2019",4,"2018-19",8
"880","Iowa","http://idph.iowa.gov/influenza/surveillance","Iowa Influenza Surveillance Network","Level 4","Low","Jan-26-2019",4,"2018-19",4
"881","Kansas","http://www.kdheks.gov/flu/surveillance.htm","Influenza Information","Level 6","Moderate","Jan-26-2019",4,"2018-19",6
"882","Kentucky","https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx","Influenza - Flu","Level 10","High","Jan-26-2019",4,"2018-19",10
"883","Louisiana","http://new.dhh.louisiana.gov/index.cfm/page/1591","Influenza","Level 10","High","Jan-26-2019",4,"2018-19",10
"884","Maine","http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml","Weekly Surveillance Updates","Level 5","Low","Jan-26-2019",4,"2018-19",5
"885","Maryland","https://phpa.health.maryland.gov/influenza/fluwatch","Influenza Surveillance","Level 7","Moderate","Jan-26-2019",4,"2018-19",7
"886","Massachusetts","http://blog.mass.gov/publichealth/category/flu-facts/","Influenza Surveillance Data","Level 8","High","Jan-26-2019",4,"2018-19",8
"887","Michigan","http://www.michigan.gov/mdch/0%252c1607%252c7-132-2940_2955_22779_40563_48357-191722--%252c00.html","Influenza Activity and Surveillance","Level 3","Minimal","Jan-26-2019",4,"2018-19",3
"888","Minnesota","http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html","Weekly Influenza Activity: Statistics","Level 8","High","Jan-26-2019",4,"2018-19",8
"889","Mississippi","http://www.msdh.state.ms.us/msdhsite/_static/14%252c0%252c199%252c230.html","Mississippi Flu Surveillance and Influenza-Like Illness Reports","Level 10","High","Jan-26-2019",4,"2018-19",10
"890","Missouri","http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php","Influenza Data & Statistical Reports ","Level 6","Moderate","Jan-26-2019",4,"2018-19",6
"891","Montana","http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx","Influenza: What You Need to Know","Level 3","Minimal","Jan-26-2019",4,"2018-19",3
"892","Nebraska","http://dhhs.ne.gov/publichealth/Pages/flu.aspx","Weekly Flu Report","Level 10","High","Jan-26-2019",4,"2018-19",10
"893","Nevada","http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/","Influenza (Flu): Surveillance, News Releases and Brochures","Level 5","Low","Jan-26-2019",4,"2018-19",5
"894","New Hampshire","http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm","Influenza Control and Surveillance","Level 5","Low","Jan-26-2019",4,"2018-19",5
"895","New Jersey","http://www.nj.gov/health/cd/topics/flu.shtml","Seasonal Influenza - Surveillance","Level 10","High","Jan-26-2019",4,"2018-19",10
"896","New Mexico","https://nmhealth.org/about/erd/ideb/isp/","Flu in New Mexico","Level 10","High","Jan-26-2019",4,"2018-19",10
"897","New York","http://www.health.ny.gov/diseases/communicable/influenza/surveillance/","Influenza Activity, Surveillance and Reports","Level 8","High","Jan-26-2019",4,"2018-19",8
"898","North Carolina","http://www.flu.nc.gov/%20","North Carolina Influenza Update","Level 9","High","Jan-26-2019",4,"2018-19",9
"899","North Dakota","http://www.ndflu.com/default.aspx","Influenza","Level 2","Minimal","Jan-26-2019",4,"2018-19",2
"900","Ohio","http://www.flu.ohio.gov%20","Influenza Information","Level 2","Minimal","Jan-26-2019",4,"2018-19",2
"901","Oklahoma","https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html","Influenza Information","Level 10","High","Jan-26-2019",4,"2018-19",10
"902","Oregon","http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx","Influenza Disease Surveillance Data","Level 4","Low","Jan-26-2019",4,"2018-19",4
"903","Pennsylvania","http://www.flufreepa.com","Influenza Weekly Report ","Level 7","Moderate","Jan-26-2019",4,"2018-19",7
"904","Rhode Island","http://www.health.ri.gov/data/flu/index.php","Influenza Surveillance","Level 10","High","Jan-26-2019",4,"2018-19",10
"905","South Carolina","http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/","Influenza Activity and Surveillance","Level 10","High","Jan-26-2019",4,"2018-19",10
"906","South Dakota","http://doh.sd.gov/diseases/infectious/flu/default.aspx","Influenza Information","Level 4","Low","Jan-26-2019",4,"2018-19",4
"907","Tennessee","http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html","Influenza-Like Illness Surveillance Summary Archive","Level 6","Moderate","Jan-26-2019",4,"2018-19",6
"908","Texas","http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/","Influenza Surveillance","Level 10","High","Jan-26-2019",4,"2018-19",10
"909","Utah","http://health.utah.gov/epi/diseases/influenza/surveillance/index.html","Seasonal Influenza Weekly Update","Level 9","High","Jan-26-2019",4,"2018-19",9
"910","Vermont","http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance","Flu Activity","Level 9","High","Jan-26-2019",4,"2018-19",9
"911","Virginia","http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/","Virginia Weekly Influenza Activity Report","Level 10","High","Jan-26-2019",4,"2018-19",10
"912","Washington","http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData","Influenza Update","Level 4","Low","Jan-26-2019",4,"2018-19",4
"913","West Virginia","http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx","Current Influenza Surveillance","Level 7","Moderate","Jan-26-2019",4,"2018-19",7
"914","Wisconsin","http://www.dhs.wisconsin.gov/communicable/influenza/index.htm","Tracking Influenza in Wisconsin","Level 4","Low","Jan-26-2019",4,"2018-19",4
"915","Wyoming","https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/","Influenza","Level 7","Moderate","Jan-26-2019",4,"2018-19",7
"916","New York City","http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page","Surveillance Data","Level 9","High","Jan-26-2019",4,"2018-19",9
"917","Puerto Rico","http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx","Puerto Rico Departamento de Salud","Level 6","Moderate","Jan-26-2019",4,"2018-19",6
"918","Virgin Islands","http://doh.vi.gov/","Influenza","Level 3","Minimal","Jan-26-2019",4,"2018-19",3
